LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,SalePrice
8258,2005,1598,1397,2,3,7,727133
7119,2020,693,1002,3,4,8,572522
14750,1981,862,787,1,5,7,931409
19688,1998,1619,208,1,3,5,1210302
5863,1962,1563,266,1,4,7,510519
4115,1979,1267,655,1,4,8,421561
11084,1974,896,996,3,4,7,804123
12016,2009,606,553,1,5,7,792563
6384,2008,1540,735,3,5,8,620212
17168,1977,1026,420,3,3,7,1030916
19072,2007,1510,307,2,5,9,1195321
7935,1969,1283,136,2,5,9,572996
17127,1983,1024,1442,1,2,6,1104891
18482,1954,1566,194,1,5,9,1137073
11742,2009,1125,1118,3,2,4,851007
9442,1992,849,1281,2,3,6,726083
6490,2006,1553,1048,1,4,7,639845
10980,2006,1964,1255,1,2,5,914114
17324,2003,1505,1355,3,3,5,1237199
13134,1994,1041,605,2,2,4,830086
11661,1986,1978,1013,1,5,7,923861
5724,1997,1461,861,1,3,5,577738
14526,2003,593,220,1,4,7,819910
12182,1997,1818,296,1,2,6,851186
6767,1955,1398,1226,1,5,9,641263
5137,1983,588,1010,1,3,5,429617
14719,2012,1002,342,2,5,8,920429
8117,1997,1266,592,3,3,6,626964
7420,1972,713,1228,3,2,4,617279
9845,1962,1945,891,3,3,6,774457
8778,1996,1025,76,1,2,6,567492
7906,1993,691,706,3,3,5,578504
7637,1981,1193,1065,2,5,8,680102
6953,1975,1141,1478,1,5,8,620811
9929,2002,1747,1205,2,2,5,863180
14559,1963,1054,756,1,4,6,957793
16413,2001,886,1218,1,2,6,1087251
4276,1985,1180,589,3,5,8,447662
5999,1957,1275,387,2,3,5,494852
5227,1989,1997,926,3,4,6,599611
10337,1971,702,636,1,5,8,703564
15944,1965,1509,140,2,4,6,999567
7735,2009,946,1050,2,2,6,617898
19906,2009,1399,1338,1,5,9,1314617
4695,1959,1591,1344,3,2,4,578372
13501,1974,1615,447,1,5,8,898181
8152,1980,1277,292,2,5,9,599475
11901,1970,677,1259,2,2,5,851648
11470,1982,1328,714,2,5,7,814163
15426,1980,1058,456,1,4,8,990649
16306,1970,1526,891,2,4,7,1092456
11537,1985,602,838,2,2,4,734237
14503,2014,1796,653,3,3,6,1061655
6841,1953,615,663,3,4,8,555655
8208,2017,1358,764,2,5,7,676084
15751,1953,963,1090,3,2,4,1055604
15590,1958,603,175,1,3,6,886762
12733,1979,758,509,3,2,5,815204
14886,1994,1831,1114,3,4,6,1108276
16866,1953,1890,704,3,5,9,1159003
5088,2018,1428,1189,3,4,8,588547
7363,1972,1309,601,1,2,5,585871
4024,1965,1141,837,3,5,8,446979
13764,1971,1306,1001,2,3,6,946043
10144,2021,1522,1461,3,4,8,853815
15150,1997,1825,50,3,2,6,961394
9668,2011,1059,685,2,5,8,719273
8236,2009,526,265,1,2,5,511742
13959,1954,1007,1110,2,3,5,913096
16935,1956,1026,605,2,3,5,1030205
12068,2000,1274,1075,2,4,6,882674
6235,2014,1888,1202,2,3,5,663958
11295,1958,1452,1301,3,3,6,915304
12392,1994,797,1262,3,4,8,876796
15390,1996,1276,584,3,2,6,1038212
12448,2016,860,338,3,4,6,796977
7747,1973,1003,1095,1,4,8,643693
16834,1959,1087,373,3,5,7,1025388
14433,2022,529,579,3,3,6,933361
19038,1997,1962,516,1,3,5,1263310
7175,1984,1863,1261,2,2,6,726322
15798,2003,625,1489,3,3,7,1101751
15528,2020,1095,120,3,2,6,976301
8897,1965,1889,1436,2,5,8,835620
9037,2002,1966,836,3,2,4,760547
19743,1989,762,569,2,2,5,1114826
11427,1969,1435,42,2,5,8,743861
12605,2018,1371,1220,2,4,6,916021
6014,1994,1745,71,3,5,9,534501
5381,1955,501,90,2,3,7,386535
5098,2018,893,490,3,3,7,437266
7426,1998,805,748,1,5,9,566751
7655,1988,1669,997,2,2,5,691887
11938,1951,1029,382,3,5,7,795143
13101,1988,1027,804,2,3,5,872680
4187,1970,1831,1489,3,5,7,626118
16236,1989,1464,1177,3,2,5,1128087
15948,2003,1170,169,1,3,7,975615
14207,1961,1863,1295,2,4,8,1118961
9409,1986,851,917,3,5,7,747790
6092,1987,1309,1133,1,5,9,595282
15836,1964,708,150,3,5,8,947729
6130,1956,1457,430,3,5,9,533561
9242,1999,704,450,1,3,7,575420
12549,2014,1124,642,2,2,6,866882
9647,2016,1220,779,1,4,6,710905
9185,1993,1135,22,2,5,8,644137
19271,1980,1538,366,3,3,5,1250904
9776,1992,1357,650,3,5,8,719578
14614,1997,1951,819,1,4,6,1006216
16449,2010,975,238,1,5,8,978381
11913,1959,797,433,1,2,5,757552
11547,1978,1056,703,3,5,7,841656
11823,1997,1617,1150,2,5,7,943123
19717,2011,606,941,1,5,9,1199607
11355,1962,1942,540,2,2,5,849886
10465,1993,1801,632,1,3,6,806924
16737,1996,627,197,1,2,5,976729
5497,2013,958,481,1,3,6,449766
17324,2002,537,1202,1,2,5,1076532
18519,1993,697,868,3,2,6,1112258
14350,1977,856,522,3,5,9,925584
18238,1951,506,650,1,2,6,1048164
6555,2006,1855,958,3,3,6,722578
9409,2006,1018,436,3,3,5,648092
14534,1983,693,856,3,3,5,955249
19810,2007,815,313,3,3,6,1155153
6951,2001,1524,18,2,2,6,563538
5238,1978,1585,1183,2,5,7,607076
13165,1984,842,817,3,4,6,878562
8727,1997,1100,121,2,3,7,586919
7965,1982,1541,71,1,2,5,567918
9686,2022,1119,1078,2,5,8,772702
13242,1958,1894,459,1,2,5,905340
7701,1997,1321,168,2,3,6,578445
6780,2016,734,581,2,3,6,500471
11398,1985,1592,1172,1,5,7,901957
5588,2020,946,628,1,2,6,459947
16070,1993,1109,25,3,3,5,966470
6368,2009,507,1271,2,3,5,575217
19248,2012,961,720,1,4,6,1182065
19592,1954,1499,1250,3,4,8,1320811
9789,1989,1834,1033,1,3,5,793744
4436,1968,633,1118,3,4,6,457838
6828,1996,884,120,3,4,7,514224
5556,2014,555,125,1,3,7,370688
11570,2016,1492,548,1,2,5,823520
17364,1967,1883,1092,2,2,5,1192383
16050,1999,1637,296,2,2,4,1045940
11480,1979,1611,685,3,5,8,840838
13496,2015,637,972,1,2,4,854209
19061,1954,1631,1068,2,5,8,1241287
18366,1991,1034,634,3,5,9,1129391
14576,1954,643,381,2,4,8,859887
4182,1999,1368,1050,3,5,8,530859
11190,2007,1155,704,2,5,7,809342
10687,1957,555,496,1,5,7,678328
9565,1980,1119,851,3,5,7,719725
11241,1961,1529,1159,3,4,7,883700
19369,1970,1041,706,2,3,5,1209280
11651,2011,946,1072,2,5,8,853554
9575,1982,1908,120,2,3,7,742365
5589,1975,1830,1240,1,2,4,603842
13779,1989,1373,625,2,2,5,920863
12851,2014,1138,525,2,3,5,873478
4159,2008,1825,1066,1,3,6,520683
16145,1964,1928,751,2,2,4,1106936
19373,1950,1110,95,1,4,8,1122888
19537,1960,1336,26,1,4,7,1138241
10555,2004,1279,835,2,5,8,783453
13203,1951,1336,1265,1,4,8,937545
12244,2014,1009,486,2,4,8,793343
18743,1993,1596,239,1,5,7,1174097
19182,1965,1311,1327,3,5,8,1299087
17333,1971,1063,66,2,4,7,1015750
17341,1967,764,1304,3,3,5,1178701
10846,1996,1750,1215,3,5,7,892429
6307,1979,1716,1142,3,3,6,640016
5228,1959,1897,1175,3,2,6,626694
11226,2007,509,1415,2,5,7,828218
9590,2011,801,230,1,3,6,639298
10919,1955,1882,350,2,5,7,837077
9585,2016,1304,760,2,5,9,731814
13227,1990,1575,1194,1,5,8,992709
15894,1992,598,862,3,5,8,980314
10046,1967,1092,1155,1,3,6,778411
16237,2007,1536,356,3,3,7,1083060
19649,2009,1913,1065,2,3,5,1353818
8945,1976,856,1328,1,2,6,692395
11927,2017,1427,1029,1,5,9,917593
16641,1971,510,328,3,5,9,980507
19998,1973,580,1193,1,3,6,1236763
17386,1989,1784,910,2,3,7,1179223
11016,2015,505,337,1,5,8,683041
18027,1989,1981,1092,1,5,8,1263902
19920,1955,872,881,2,2,4,1177558
11758,1967,980,538,3,5,7,795067
17752,1979,721,736,1,3,7,1065981
9086,1970,1604,442,3,2,5,678168
13456,2011,1014,923,1,4,7,916776
11161,1959,1583,919,2,4,6,860844
5884,1962,720,50,3,5,8,446526
19513,1958,848,148,1,3,7,1072690
5809,2017,727,1115,3,5,8,570014
7167,1988,789,367,1,3,7,468819
15989,1973,792,579,2,3,5,960314
14533,1983,1309,655,2,3,5,1008782
10352,2010,1716,75,1,4,7,747778
15606,1990,1455,1109,1,5,8,1062794
17399,1954,1997,226,3,5,7,1121202
13009,1999,1780,1386,1,4,8,986423
18087,1953,887,958,3,3,7,1115806
10056,2000,1114,591,1,2,6,727786
6437,2001,1921,23,2,2,4,572508
10468,1988,865,27,3,4,6,695348
19275,1957,1157,120,3,2,4,1112380
13080,1994,789,852,2,3,6,826439
9951,1977,1832,623,3,3,5,808930
9276,1976,1801,889,2,5,9,784318
12859,2014,1987,1368,2,3,7,1016728
11818,1983,688,30,2,3,5,727513
8728,2011,1417,1250,1,3,5,772372
6624,2011,1701,869,2,2,6,670974
9738,1987,1423,1273,3,2,4,786977
8232,1975,1487,49,1,4,7,627285
18234,1973,874,725,2,4,6,1126292
9793,1988,1259,388,2,2,6,683297
8523,1970,1977,943,2,5,9,793344
9571,1996,716,1311,3,5,7,732349
18947,1997,1565,1014,1,2,6,1226794
19246,1962,693,474,1,4,6,1130666
13010,1952,1850,755,1,5,9,934294
14380,1981,1896,602,3,3,7,1031226
13298,1984,1988,925,2,5,9,1001426
6224,1968,662,1029,1,5,7,524175
12389,1963,775,792,2,5,7,829977
14863,1997,863,411,3,4,6,915478
19927,2017,1274,661,1,4,7,1244099
10091,1994,979,1347,3,2,5,779831
19026,1968,1188,1422,1,5,8,1233573
15684,2013,959,1305,1,4,8,1037222
14640,2015,1788,190,2,4,8,967246
12662,2015,1038,785,3,2,4,862767
10361,1994,1473,584,1,3,7,773434
5948,2016,1909,958,1,3,6,601623
17216,2018,584,499,3,5,8,1046170
16091,1952,1839,579,2,3,5,1089445
14202,1987,742,815,3,2,6,936910
15992,1991,1992,1457,1,4,8,1175899
18967,1989,1379,1086,3,3,6,1254803
11094,1999,1865,1476,2,5,7,925393
17193,1984,1700,1465,2,5,8,1205307
10318,1973,1653,1330,2,4,8,868348
16310,1966,1156,779,2,5,8,1100172
7796,1989,1606,942,2,2,5,699506
16180,2015,1883,1149,2,3,7,1142390
4234,1993,587,264,2,5,9,332142
19372,1972,1241,6,1,3,7,1137218
17412,1955,1484,1436,3,4,7,1228515
13120,2015,970,1229,2,3,6,931495
7607,1970,1877,1202,3,2,5,730037
12043,1984,915,1491,3,4,6,913395
4522,1978,1574,694,1,5,7,475672
9904,1956,1181,991,3,4,8,784748
15715,2002,1586,1466,3,3,5,1158624
16718,1986,1612,917,2,3,7,1118471
8888,1972,1713,1251,2,3,6,780712
13821,1957,1398,747,3,3,7,1022057
9832,1997,1100,145,2,4,7,664329
16820,1959,1871,1319,1,4,8,1203960
11122,1973,1699,240,3,3,5,818586
9842,1996,1887,856,3,5,8,839046
17963,2002,1275,286,1,4,7,1091810
5316,1988,1400,951,1,2,5,517740
15049,2016,982,25,1,4,6,899457
17200,2015,1642,451,1,2,4,1105944
5124,1955,668,105,3,5,7,415500
9621,1970,646,239,2,2,5,637552
9423,2022,1960,1441,2,2,6,899073
19206,1985,938,331,2,5,9,1135681
6587,1952,1387,911,2,3,5,615741
13215,1991,1712,1065,1,4,8,986334
9672,1994,659,644,2,5,8,650527
5378,1993,1313,34,2,2,5,416818
7374,1982,901,875,3,3,5,594445
5519,2009,1085,1370,3,4,6,586309
9777,2019,1363,383,2,5,9,711266
11935,1975,1541,810,1,4,8,894080
10093,1970,639,1311,2,3,7,770405
12418,1951,1638,747,1,4,6,885962
9355,1996,827,958,3,3,5,735660
8968,1979,724,1056,1,5,7,678614
13083,1976,1057,94,2,3,6,772807
9574,2020,938,1019,3,5,9,709774
8072,1969,885,204,2,3,5,560020
17324,1999,1020,833,2,4,6,1103114
6257,1972,1776,29,1,3,5,506310
14980,1962,1119,265,2,3,7,934733
12588,1953,1621,22,2,4,8,878372
17411,1963,1286,608,3,2,5,1105274
14270,1969,1594,38,1,3,6,898921
19233,1962,1050,172,1,5,8,1108435
19887,1952,946,759,3,3,6,1186756
16936,1996,1613,1436,3,2,4,1221791
8424,1952,1953,413,1,5,8,684865
7237,1950,1742,691,3,4,6,652402
17770,1973,606,614,1,4,6,1039222
7893,1984,1999,208,3,4,8,707636
17239,1963,1415,21,1,5,7,1016049
6005,2016,1977,4,1,3,7,556862
6016,1962,1403,650,3,5,8,582105
15363,1996,1043,213,2,5,8,937788
14860,1999,1649,919,2,2,6,1056622
14070,1975,1670,906,3,5,9,1020204
13388,1952,779,1162,1,4,7,910384
5772,2000,523,671,3,5,7,458615
12353,1989,1451,666,2,2,4,876439
7976,2017,619,799,1,5,9,597151
5751,1985,1820,316,1,5,7,557492
12967,2000,1354,792,1,4,6,860314
11430,1950,1515,575,2,5,8,811128
18115,1982,1443,1179,2,3,7,1224263
18609,1956,1605,1447,1,4,7,1302476
11170,2001,947,90,1,2,4,718454
17339,1960,1495,1065,2,2,4,1164025
10469,1976,1993,760,2,2,5,819599
13131,1963,1946,1318,1,5,7,1027819
7220,1995,1547,769,3,3,5,662810
4539,1959,1584,1360,3,4,7,609667
18823,1973,583,0,3,3,5,1033646
17109,2010,724,108,2,3,6,984075
5461,1967,685,927,3,2,6,519559
9184,1958,874,1148,3,2,4,699827
12547,1966,571,1087,2,3,5,842760
15796,2007,573,205,3,3,6,908514
15515,1962,1864,1438,1,4,8,1132702
4234,1999,652,849,2,2,4,413001
18562,1955,595,1267,1,2,4,1128190
5548,2000,944,589,3,5,9,504327
11480,1985,1633,622,1,2,4,835109
14288,2020,1981,1239,2,4,7,1098819
8213,1974,1327,964,3,5,9,686958
14293,1960,1574,964,2,4,8,1028015
5673,1993,876,652,3,2,4,492975
10708,1963,1264,1403,2,2,6,822687
17355,1978,1596,78,2,3,7,1062442
11982,1999,711,414,1,3,7,730691
6100,1954,1955,1476,2,4,6,713397
15849,2021,1223,1172,2,5,9,1083984
16845,2018,1691,638,1,2,4,1097351
15788,2006,1274,790,3,3,7,1037819
7748,1975,830,1061,3,3,6,589217
7173,1955,1250,1180,2,2,6,677225
5815,1965,1666,332,1,2,6,516828
7841,2009,1968,287,3,5,9,672537
14197,1961,1323,1135,1,3,6,977069
12016,1952,893,1114,2,5,9,821967
11011,2012,1011,1072,1,5,8,816138
8493,2013,1185,160,2,2,5,605021
19497,2011,1120,1425,3,5,8,1324921
4674,1955,1851,319,3,2,4,478218
12088,1968,1103,923,3,4,6,869629
12578,1967,1782,363,3,5,8,903871
6158,1992,1960,1465,1,3,5,670862
6661,2022,1217,474,1,3,6,555943
6064,1952,848,1022,1,4,6,519194
16043,2021,1014,765,2,4,6,1061261
7253,1987,1972,601,3,5,9,694094
8979,2017,898,311,3,3,5,625362
11703,1993,713,588,3,3,5,790929
16828,2012,1061,1243,1,2,6,1116188
16458,1991,1812,342,1,2,5,1060194
18744,2013,1782,905,3,3,7,1288732
12931,2003,757,1117,2,2,4,897197
5401,2020,1911,1156,1,2,4,599670
7259,1986,1193,171,3,2,5,535597
19193,1953,1788,625,3,4,6,1254330
14469,1951,1836,1032,3,3,7,1048476
16096,1993,1563,681,2,3,6,1070640
7923,2016,1497,1344,3,3,7,729160
8214,2017,1319,1121,1,2,4,698244
7227,2011,709,1192,2,5,8,619195
15023,1950,771,310,2,5,7,875612
15950,1966,1659,913,3,2,4,1091774
14704,1965,1098,1366,1,4,8,1004838
14343,1958,1583,429,1,4,6,956289
15867,2002,1538,857,3,3,7,1104881
6745,2022,1522,284,3,5,7,608918
10091,2008,754,1283,1,4,8,748245
7866,1958,1236,494,2,5,9,624404
19861,1961,1221,354,2,5,8,1168842
15956,1990,1034,213,3,4,7,1011142
17993,1964,1758,816,3,2,4,1187355
9818,2015,1654,199,1,3,5,693753
6222,1960,1523,1259,1,3,6,603521
6792,1957,516,852,1,4,8,537428
13889,2004,1381,135,1,2,6,894949
17732,1955,1453,947,3,4,7,1213908
19493,2002,1325,627,3,4,7,1241470
15654,1969,1491,916,1,5,7,1091240
8063,1988,1377,1445,3,5,9,744586
18047,2021,684,1364,3,3,6,1147305
5524,1983,1914,341,1,5,9,553918
16952,2006,1946,387,2,5,9,1144188
12224,1968,1965,3,2,2,5,853406
10198,2020,1535,676,1,4,8,798645
8025,1980,579,398,2,4,6,555995
6566,1989,1308,1445,3,2,5,653401
6803,1963,801,410,2,5,9,509168
16088,1986,1739,212,1,5,8,1054932
7709,1993,1771,559,1,4,7,632082
10155,1958,1795,557,2,3,7,766309
17839,2007,632,557,2,4,6,1109927
4719,1969,1528,1071,3,3,6,537008
18890,1999,1255,1210,2,5,9,1264251
10516,1969,1128,501,2,3,6,721522
8579,1985,1509,643,2,3,6,685560
4972,1976,1272,530,3,3,7,438164
7718,2021,640,952,2,3,5,613874
11395,1981,982,786,3,3,7,790110
18958,1950,1828,474,3,4,7,1187469
8402,1966,844,41,1,2,4,505313
8552,1958,1793,603,1,5,7,706782
6207,1994,1631,1284,3,4,6,651303
8426,2015,973,47,3,2,4,566547
10919,1981,1605,727,3,4,7,829805
16512,1994,1607,1469,1,2,6,1103729
15222,1958,1813,220,3,4,8,984503
19064,1979,1594,939,1,5,7,1263004
15767,1987,674,342,1,5,7,946350
17767,2009,1341,1261,3,3,7,1222448
15308,1950,1986,154,3,2,4,1031557
15477,1954,1918,937,3,4,8,1119300
17370,2012,1365,840,1,3,7,1161368
12835,1985,1614,1079,2,4,6,973576
16903,2014,968,386,3,5,9,1055484
12386,2022,1957,893,2,5,9,1001701
16188,1973,1772,1338,2,2,6,1167996
12680,1953,1143,37,2,4,6,804376
6204,2017,1180,1364,2,4,7,614676
14849,1974,1454,850,2,3,6,1015685
9345,1956,1348,728,1,5,8,688842
18747,1962,740,230,1,3,6,1032661
7276,2017,1201,451,1,3,6,539735
5102,1992,839,1365,2,2,4,513684
9243,2006,1292,1476,1,3,5,808118
10614,1985,1243,256,3,2,5,739793
13433,1963,1994,433,2,5,8,980597
12707,2021,962,208,3,3,7,801331
17913,1976,1300,1224,2,3,7,1196896
9223,1986,1798,136,2,3,7,741008
12584,2020,514,564,2,3,6,808976
4630,1974,1564,855,2,5,8,518118
15908,2016,707,1417,3,2,4,1033731
14039,1953,1583,720,2,5,9,951883
14847,1965,864,844,2,2,6,960782
13171,1968,1763,35,1,2,4,868166
16721,1978,1107,1238,2,3,5,1149886
15594,2000,659,26,2,3,5,899493
19502,1967,896,17,2,3,7,1076808
16063,2007,1293,629,2,2,4,1037897
10683,1993,999,1160,2,4,7,803801
4277,1965,708,578,2,4,7,379249
4232,2014,1656,902,3,4,7,536536
13744,1951,1904,974,3,5,7,1037758
9690,2005,932,1053,2,2,6,688973
17401,1977,1108,1096,3,4,8,1135125
11659,2014,888,122,1,2,4,748390
15462,1954,1496,956,1,2,4,1071750
14601,1971,1082,1000,2,5,9,964021
15704,1962,931,986,2,3,6,990006
4025,2014,1797,1251,3,3,6,585520
19384,1965,850,337,1,5,9,1167939
17705,2013,633,990,2,5,7,1115845
18842,1981,1589,272,1,2,5,1159676
11468,2000,1138,1460,3,4,7,884025
19698,2007,1728,901,2,2,5,1315155
10410,1995,1821,38,2,2,4,743844
12652,2001,616,681,2,4,6,848997
7764,2012,1790,425,1,3,6,660512
10599,2009,648,314,3,2,4,689030
15623,2014,1717,613,1,3,7,1041904
17379,2004,678,754,1,3,5,1037615
9102,2006,647,156,2,3,7,574841
11006,2020,964,871,3,2,5,792943
7483,2022,1475,776,3,4,7,692954
5994,1975,1068,256,2,4,8,496037
12682,1961,1528,854,3,3,6,911202
5072,2020,1025,634,2,3,6,433659
10707,1995,779,455,2,4,7,697752
15365,1996,998,46,3,5,7,944522
4215,1987,1335,1355,3,5,7,550482
11605,1970,935,9,3,3,7,762310
13915,1963,1315,143,3,4,8,924062
13784,1951,1739,1454,1,5,7,1059684
6606,2021,1186,1175,2,4,7,614710
12350,2019,1327,486,2,2,4,855134
18824,1982,1468,1159,2,3,6,1258763
8781,1955,1660,1049,2,5,9,782806
7313,1986,1111,1030,1,3,7,595768
15033,1963,1094,590,3,2,6,981772
13968,1986,1803,1038,3,4,6,1055212
14244,1957,631,1455,3,3,5,957723
11763,1962,892,898,2,5,8,841824
9939,1989,980,1423,1,2,6,731018
18696,2007,1127,206,1,5,8,1163659
18794,1967,918,909,3,4,7,1203828
6295,2006,1725,1239,2,5,7,669068
9685,1987,1151,1482,3,5,7,805190
5696,1981,1157,258,2,5,8,479911
15185,2015,961,1352,3,2,5,1035012
14661,1974,1725,453,3,5,8,1008524
5946,2007,651,798,1,5,7,510719
16001,1982,721,374,2,2,5,934985
18350,2015,578,463,1,2,4,1079904
6783,1979,1723,74,1,2,6,542609
7644,1983,598,241,3,4,8,547864
9241,2018,1411,1040,2,2,5,784806
10420,1997,712,1282,2,4,6,754517
17869,1989,1666,122,3,2,6,1081752
14692,2000,1201,1334,3,2,4,1046409
11557,1962,1912,110,3,3,5,833779
19653,1980,1897,1279,2,3,7,1319786
15837,1988,1575,233,3,3,6,1062408
6645,2012,1466,967,3,3,6,631907
10589,1997,634,496,1,2,6,689342
10353,1997,910,1063,3,2,4,754393
19949,2010,1993,1145,3,4,7,1349390
19049,1961,1635,1473,2,2,4,1319903
14541,2005,1284,726,3,4,8,976031
5932,1967,1567,91,2,5,8,528214
15486,1976,1920,1384,1,5,8,1130949
5757,1977,760,1146,1,2,5,502151
18338,2001,1242,336,2,5,9,1131818
9085,1965,1044,512,3,2,6,653827
9637,2007,887,602,2,4,8,675000
5116,1958,1999,427,3,3,5,560195
14759,1975,1933,1456,3,5,7,1158203
15691,1977,515,6,3,2,4,909177
4492,1985,1161,119,2,3,6,389168
15498,1958,601,386,1,4,7,883622
12811,1996,1709,1373,2,2,5,996826
15424,2000,1450,640,3,5,9,1057610
11888,2006,1430,1121,2,4,8,913826
16015,1981,524,1066,1,2,5,1019721
10474,2016,1595,182,2,5,9,768415
14572,2006,517,696,1,4,6,938670
18385,2003,1069,564,1,4,6,1146041
13738,1965,1516,1258,3,3,7,1032008
8958,2011,1855,445,1,3,5,722950
17979,2005,1620,199,2,3,5,1126119
15755,1972,1330,947,2,2,4,1039843
13797,1966,1535,512,3,4,7,953012
15944,1987,1534,989,2,3,7,1113120
18607,2021,662,212,3,5,9,1090112
16867,1979,1806,1401,2,2,5,1195337
14082,2007,1371,545,2,3,5,927178
13467,1971,1334,485,1,2,5,891790
18895,1966,1764,1384,1,4,6,1272981
6743,1964,1356,167,1,5,8,536609
18143,1997,1568,889,2,4,6,1212615
11866,1981,1469,930,3,5,8,894721
19449,1989,1092,1427,3,4,7,1310155
14685,2006,754,827,3,2,4,980951
11160,2007,566,136,1,4,6,633170
9451,1965,1417,1256,2,5,9,759609
9258,1977,1113,114,1,2,6,625393
12548,1950,1473,1275,2,2,5,966063
17912,1990,1102,1312,2,5,8,1166766
18609,1997,1565,1072,2,5,9,1261679
11186,1980,883,1475,1,2,6,789190
10102,1985,1757,515,2,5,7,750740
18646,1982,1465,687,1,4,8,1228471
13061,1982,984,1019,1,4,7,900726
13077,1972,538,1295,2,4,8,852996
14193,2009,510,1454,2,2,6,949432
18489,1979,1123,1049,2,4,8,1174732
17701,1994,908,1093,1,2,6,1109808
13475,1988,607,292,2,5,8,813783
4619,1994,1617,1429,2,4,8,592972
4882,1961,583,1257,3,2,6,480386
12988,1981,557,230,3,3,6,768676
7642,2005,1816,1286,3,4,8,744057
18460,1973,1539,937,2,4,7,1225587
15617,1962,1490,1144,1,2,6,1054833
5296,1969,1337,1486,3,2,6,579632
16906,2005,1104,517,1,5,9,1061012
18122,2002,1468,1047,3,2,4,1213811
12436,2017,664,705,3,5,9,824915
6895,2003,936,376,1,3,6,537896
10593,1983,1226,436,3,5,7,770627
4929,1977,902,852,1,4,8,500311
9366,1999,1909,969,2,2,5,795832
12711,1951,1661,498,2,3,7,900855
7212,1975,1215,1197,1,3,6,663454
6409,2000,1313,599,1,2,6,528788
12199,1996,1221,777,2,4,7,856379
14717,1975,1030,1333,1,2,5,1024175
7423,2010,792,69,2,2,4,518716
14211,1972,1998,204,2,2,4,966892
16782,1986,1522,340,1,5,8,1043467
17917,1990,961,1055,3,3,6,1128491
10976,2001,1896,1066,1,3,5,876236
11594,1998,1685,117,2,4,7,798243
9158,1976,1141,888,3,3,7,698011
18928,1955,543,14,3,2,6,1006941
16474,2015,1606,1345,2,3,6,1146169
7667,1973,1391,910,3,4,7,652728
15863,1987,1135,626,3,5,7,1037696
14993,1977,1038,1360,1,5,7,1025669
9973,1977,1361,689,2,2,5,742919
10236,2015,1018,773,3,2,6,750699
12277,2010,1934,1404,2,3,5,966638
15307,1995,1864,912,1,3,7,1102724
16424,2018,1210,119,1,4,8,1019160
6468,1992,588,25,1,2,6,418154
10217,2008,1753,63,3,4,8,749261
7619,1951,1541,459,1,5,7,643452
5636,1964,1172,313,2,3,6,449184
12155,1986,1363,804,1,2,5,874832
7583,2020,1389,1239,3,3,5,690577
19515,1969,1804,1479,1,2,6,1356077
8009,1984,921,985,3,5,8,665541
7326,1983,1375,735,2,4,7,645102
14410,1980,1201,888,1,2,5,962641
12148,1968,837,981,1,3,7,828539
18039,2017,765,578,2,2,5,1086974
6217,1973,1302,1496,2,4,6,617219
18075,1988,1878,1382,3,5,8,1318032
8967,2003,859,1149,1,3,6,684731
6369,1988,1513,971,1,5,7,615201
7638,1966,716,860,1,5,9,547567
14695,1968,820,706,1,4,7,919201
13135,1997,1349,1110,2,2,6,954692
9722,1984,1218,1366,1,2,6,809216
15029,1981,1491,394,1,2,6,967952
14852,1996,1735,483,1,2,5,991349
19514,1996,1452,665,3,3,6,1233020
15128,2013,1726,455,3,5,7,1035714
8444,1995,1216,1499,3,2,6,782914
11618,1984,1484,209,2,5,7,784105
7947,1966,1395,524,2,3,6,620762
5676,1991,1676,675,2,3,6,594669
5196,1978,1952,1001,1,3,5,611553
16297,2019,786,895,1,5,7,1084971
6787,1966,1256,1003,2,2,6,621507
11432,1963,1844,306,3,5,8,850399
13653,1973,1959,1099,1,2,6,1027745
11927,2006,995,1045,3,4,8,846916
7318,1999,1672,59,1,2,5,571693
12858,2006,1041,385,1,2,5,802992
10689,2010,1134,55,3,2,6,739949
17810,1988,1849,167,2,3,5,1109127
6176,2004,1438,1435,3,4,7,657383
7743,1985,1552,716,2,2,6,633452
12792,1986,1782,864,2,4,6,975172
14844,1963,1197,1214,1,5,9,1025599
8422,1976,574,481,1,5,8,568804
7824,1980,997,1439,1,3,5,645171
16098,2022,1939,339,2,5,7,1127822
13171,1993,1221,795,2,4,6,894470
6451,2017,1863,891,3,4,7,659949
4628,1997,807,775,1,4,7,433614
13821,2006,1203,1282,1,4,8,997093
11778,1971,1383,1373,2,4,8,905035
7696,1953,1764,600,1,3,6,675838
15622,2021,752,436,2,2,6,952310
7674,1995,1435,1245,3,5,7,753524
7929,2008,1743,1436,3,4,7,763351
6765,1983,896,1373,1,5,8,620611
19376,1960,1485,1082,3,3,7,1258720
8369,1980,1859,151,1,3,6,650327
16972,1960,1552,933,1,2,4,1093453
12307,2005,993,539,2,3,6,847546
8956,1987,1458,224,2,2,4,684585
14195,1970,1677,1341,1,4,7,1072067
4692,1959,1491,562,3,3,6,506833
7162,1975,1754,1302,3,5,8,781116
5105,1957,601,557,1,3,7,402380
18659,1957,1326,1497,1,3,7,1276075
7008,2009,676,617,3,4,6,547202
6161,2021,1483,23,3,2,6,532155
18080,1983,1426,367,2,2,5,1139669
19417,1965,731,998,2,3,7,1146990
12345,1962,511,334,3,5,9,758095
